10007783,University of Aberdeen,1,A,1,Clinical Medicine,,,,Overall,139.02,,100,15,62,23,0,0
10007783,University of Aberdeen,1,A,1,Clinical Medicine,,,,Outputs,139.02,,100,21,51.7,26.7,0.3,0.3
10007783,University of Aberdeen,1,A,1,Clinical Medicine,,,,Impact,139.02,,100,11.1,61.1,27.8,0,0
10007783,University of Aberdeen,1,A,1,Clinical Medicine,,,,Environment,139.02,,100,0,100,0,0,0
10007783,University of Aberdeen,1,A,2,"Public Health, Health Services and Primary Care",,,,Overall,30.15,,100,58,37,5,0,0
10007783,University of Aberdeen,1,A,2,"Public Health, Health Services and Primary Care",,,,Outputs,30.15,,100,53.3,38.7,8,0,0
10007783,University of Aberdeen,1,A,2,"Public Health, Health Services and Primary Care",,,,Impact,30.15,,100,66.7,33.3,0,0,0
10007783,University of Aberdeen,1,A,2,"Public Health, Health Services and Primary Care",,,,Environment,30.15,,100,62.5,37.5,0,0,0
10007783,University of Aberdeen,1,A,4,"Psychology, Psychiatry and Neuroscience",,,,Overall,25.00,,100,34,60,6,0,0
10007783,University of Aberdeen,1,A,4,"Psychology, Psychiatry and Neuroscience",,,,Outputs,25.00,,100,39.3,50,10.7,0,0
10007783,University of Aberdeen,1,A,4,"Psychology, Psychiatry and Neuroscience",,,,Impact,25.00,,100,33.3,66.7,0,0,0
10007783,University of Aberdeen,1,A,4,"Psychology, Psychiatry and Neuroscience",,,,Environment,25.00,,100,12.5,87.5,0,0,0
10007783,University of Aberdeen,1,A,5,Biological Sciences,,,,Overall,16.50,,100,18,61,21,0,0
10007783,University of Aberdeen,1,A,5,Biological Sciences,,,,Outputs,16.50,,100,19.5,51.2,29.3,0,0
10007783,University of Aberdeen,1,A,5,Biological Sciences,,,,Impact,16.50,,100,25,75,0,0,0
10007783,University of Aberdeen,1,A,5,Biological Sciences,,,,Environment,16.50,,100,0,75,25,0,0
